Age,Attrition,BusinessTravel,Gender,JobInvolvement,JobRole,MaritalStatus,OverTime,StockOptionLevel,YearsAtCompany,YearsSinceLastPromotion,is_job_hopper,abs_raise,manager_share,dissatisfaction_score,burnout_risk,distance_x_overtime,life_stage
35,0,Travel_Rarely,Female,3.0,Sales Representative,Married,No,0.0,2.0,2.0,0,26182.0,1.0,8.0,0,0.0,Mid_Career_Family
36,0,Travel_Rarely,Female,2.0,Research Scientist,Married,Yes,1.0,1.0,0.0,1,47866.0,0.0,9.0,1,5.0,Mid_Career_Family
33,0,Travel_Frequently,Female,4.0,Sales Executive,Married,No,,5.0,1.0,0,,0.6,12.0,0,0.0,Mid_Career_Family
35,0,Travel_Rarely,Male,3.0,Laboratory Technician,Divorced,No,1.0,1.0,0.0,0,23412.0,0.0,7.0,0,0.0,Mid_Career_Family
27,0,Travel_Rarely,Female,3.0,Laboratory Technician,Divorced,No,1.0,1.0,0.0,0,30433.0,0.0,8.0,0,0.0,Other
26,1,Travel_Rarely,,1.0,Laboratory Technician,Single,No,0.0,1.0,0.0,0,,1.0,11.0,0,0.0,Young_Single
27,0,Travel_Frequently,Male,3.0,Sales Executive,Single,No,0.0,9.0,1.0,0,130890.0,0.7777777777777778,6.0,0,0.0,Young_Single
30,0,Travel_Frequently,Female,3.0,Laboratory Technician,Single,No,0.0,,3.0,0,92253.0,,6.0,0,0.0,Other
41,1,Travel_Rarely,Female,3.0,Research Director,Married,No,0.0,22.0,15.0,0,,0.36363636363636365,8.0,0,0.0,Mid_Career_Family
34,0,Non-Travel,Male,3.0,Sales Executive,Single,No,0.0,9.0,8.0,0,91360.0,0.7777777777777778,9.0,0,0.0,Other
37,0,Travel_Rarely,Male,3.0,Research Scientist,Married,,0.0,1.0,0.0,1,63462.0,0.0,12.0,0,0.0,Mid_Career_Family
46,0,Travel_Frequently,Male,3.0,Sales Executive,Single,Yes,0.0,9.0,0.0,0,121212.0,0.8888888888888888,9.0,1,5.0,Senior
35,0,Travel_Rarely,Male,4.0,Laboratory Technician,Married,No,0.0,1.0,0.0,0,43111.0,1.0,5.0,0,0.0,Mid_Career_Family
48,1,Travel_Rarely,Male,2.0,Laboratory Technician,Single,Yes,0.0,,0.0,0,69953.0,,9.0,1,1.0,Senior
28,1,Travel_Rarely,Male,3.0,Laboratory Technician,Single,Yes,0.0,2.0,2.0,0,44733.0,1.0,7.0,0,5.0,Young_Single
44,0,Travel_Rarely,Female,3.0,Sales Executive,Divorced,Yes,1.0,4.0,1.0,1,114534.0,0.75,12.0,1,1.0,Mid_Career_Family
35,0,Non-Travel,Male,2.0,Healthcare Representative,Married,Yes,1.0,4.0,2.0,0,128492.0,0.75,10.0,1,11.0,Mid_Career_Family
26,0,Travel_Rarely,Female,2.0,Sales Executive,,Yes,1.0,2.0,0.0,1,78983.0,0.0,8.0,0,23.0,
33,0,Travel_Frequently,Female,3.0,Research Director,Single,Yes,0.0,15.0,8.0,0,161496.0,0.8,9.0,1,1.0,Other
35,0,Travel_Frequently,Male,3.0,,,No,1.0,9.0,1.0,0,199518.0,0.8888888888888888,11.0,0,0.0,
35,0,Travel_Rarely,Female,3.0,Laboratory Technician,Married,Yes,1.0,2.0,2.0,0,60210.0,1.0,10.0,1,23.0,Mid_Career_Family
31,0,Travel_Rarely,Male,3.0,Laboratory Technician,Divorced,No,1.0,7.0,1.0,0,130130.0,1.0,6.0,0,0.0,Mid_Career_Family
37,0,Travel_Rarely,Male,2.0,Manufacturing Director,Divorced,No,1.0,7.0,0.0,0,107874.0,1.0,9.0,0,0.0,Mid_Career_Family
32,0,Travel_Rarely,Male,3.0,Manufacturing Director,Married,Yes,1.0,9.0,7.0,0,135564.0,0.8888888888888888,10.0,1,1.0,Mid_Career_Family
38,0,Travel_Frequently,Female,3.0,Laboratory Technician,Single,No,0.0,10.0,9.0,0,26466.0,0.9,5.0,0,0.0,Other
50,0,Travel_Rarely,Female,2.0,Research Director,Divorced,Yes,1.0,27.0,13.0,0,224880.0,0.2962962962962963,9.0,1,7.0,Senior
59,0,Travel_Rarely,Female,3.0,Sales Executive,Single,No,,21.0,7.0,0,84007.0,0.42857142857142855,12.0,0,0.0,Senior
36,0,Travel_Rarely,Female,3.0,Healthcare Representative,Divorced,No,3.0,17.0,12.0,0,131248.0,0.47058823529411764,9.0,0,0.0,Mid_Career_Family
55,0,Travel_Rarely,Female,3.0,Manager,,Yes,3.0,5.0,0.0,0,206584.0,0.4,7.0,0,8.0,
36,0,Travel_Frequently,Male,,Manufacturing Director,Single,No,0.0,6.0,0.0,0,84487.0,0.5,10.0,0,0.0,Other
45,0,Travel_Rarely,Male,3.0,Research Scientist,Divorced,No,1.0,1.0,0.0,0,165308.0,0.0,11.0,0,0.0,Senior
35,0,Travel_Frequently,Male,3.0,Research Scientist,Married,No,1.0,3.0,1.0,1,28522.0,0.6666666666666666,11.0,0,0.0,Mid_Career_Family
36,1,Travel_Rarely,,2.0,Research Scientist,Married,Yes,1.0,1.0,0.0,0,,0.0,10.0,1,9.0,Mid_Career_Family
59,0,Travel_Frequently,Female,2.0,Sales Executive,Single,No,0.0,4.0,1.0,0,60203.0,0.75,10.0,0,0.0,Senior
29,0,Travel_Rarely,Male,3.0,Research Scientist,Married,No,1.0,5.0,0.0,0,62169.0,0.8,8.0,0,0.0,Other
31,0,Travel_Rarely,Male,3.0,Research Scientist,Single,No,0.0,1.0,1.0,0,42517.0,0.0,10.0,0,0.0,Other
32,0,Travel_Rarely,Male,3.0,Research Scientist,Married,No,2.0,10.0,0.0,0,105740.0,0.9,11.0,0,0.0,Mid_Career_Family
36,0,Travel_Rarely,Female,4.0,,Married,No,0.0,1.0,0.0,0,36456.0,0.0,9.0,0,0.0,Mid_Career_Family
31,0,Travel_Rarely,Female,3.0,Manufacturing Director,Single,No,0.0,11.0,1.0,0,101752.0,0.7272727272727273,6.0,0,0.0,Other
35,0,Travel_Rarely,Male,2.0,Sales Executive,Single,No,0.0,15.0,2.0,0,60368.0,0.5333333333333333,11.0,0,0.0,Other
45,0,Travel_Rarely,Male,3.0,Research Director,Married,Yes,0.0,0.0,,0,185430.0,,9.0,1,6.0,Senior
37,0,Travel_Rarely,Male,,Research Director,Single,No,0.0,5.0,0.0,0,177632.0,0.4,11.0,0,0.0,Other
46,0,Travel_Rarely,Male,3.0,Human Resources,Divorced,Yes,1.0,4.0,0.0,0,110462.0,0.5,9.0,1,5.0,Senior
30,0,Travel_Rarely,Male,2.0,Laboratory Technician,Married,Yes,2.0,10.0,3.0,0,,0.0,7.0,0,1.0,Mid_Career_Family
35,0,Travel_Rarely,Male,2.0,Research Scientist,Single,No,0.0,6.0,0.0,0,51462.0,0.6666666666666666,11.0,0,0.0,Other
55,0,Travel_Rarely,Male,3.0,Sales Executive,Married,No,1.0,1.0,1.0,0,,0.0,8.0,0,0.0,Senior
38,0,Non-Travel,Female,1.0,Research Scientist,Divorced,Yes,3.0,13.0,1.0,0,63948.0,0.6923076923076923,7.0,0,6.0,Mid_Career_Family
34,0,Travel_Rarely,Male,3.0,Manufacturing Director,Married,No,0.0,5.0,1.0,0,64875.0,0.6,11.0,0,0.0,Mid_Career_Family
56,0,Travel_Rarely,Male,1.0,Manufacturing Director,Single,No,0.0,6.0,0.0,0,79860.0,0.3333333333333333,9.0,0,0.0,Senior
23,0,Travel_Rarely,Male,3.0,,Divorced,No,1.0,0.0,0.0,0,30186.0,,10.0,0,0.0,Other
51,0,Travel_Rarely,Male,3.0,Laboratory Technician,Married,No,2.0,4.0,0.0,0,47725.0,0.75,7.0,0,0.0,Senior
30,0,Travel_Rarely,Male,2.0,Healthcare Representative,Married,No,3.0,11.0,10.0,0,78888.0,0.7272727272727273,7.0,0,0.0,Mid_Career_Family
46,1,Travel_Rarely,Male,2.0,Sales Executive,Single,No,0.0,9.0,4.0,0,153904.0,0.7777777777777778,6.0,0,0.0,Senior
40,0,Travel_Frequently,Male,2.0,Healthcare Representative,Married,No,1.0,22.0,11.0,0,,0.5,9.0,0,0.0,Mid_Career_Family
51,0,,Male,3.0,Sales Executive,Single,Yes,0.0,10.0,1.0,0,119702.0,0.0,8.0,0,21.0,Senior
30,0,Travel_Rarely,Female,2.0,Sales Executive,Divorced,,3.0,11.0,2.0,0,62508.0,0.6363636363636364,11.0,0,0.0,Mid_Career_Family
46,0,Travel_Frequently,Male,2.0,Healthcare Representative,Married,Yes,1.0,10.0,,0,138749.0,0.5,11.0,1,1.0,Senior
32,0,Travel_Rarely,Male,3.0,Sales Executive,Single,No,0.0,11.0,5.0,0,80160.0,0.6363636363636364,11.0,0,0.0,Other
54,0,Travel_Rarely,Female,3.0,Research Director,Married,No,1.0,4.0,0.0,0,162588.0,0.75,14.0,0,0.0,Senior
24,0,Travel_Rarely,,3.0,Sales Executive,Married,No,1.0,3.0,0.0,0,104979.0,,13.0,0,0.0,Other
28,0,Non-Travel,Male,3.0,Sales Executive,,No,0.0,5.0,0.0,0,,0.8,9.0,0,0.0,
58,0,Travel_Rarely,Male,3.0,Sales Executive,Single,No,0.0,37.0,1.0,0,180336.0,0.21621621621621623,8.0,0,0.0,Senior
44,0,Non-Travel,Male,3.0,,Married,No,1.0,3.0,1.0,0,24504.0,0.6666666666666666,9.0,0,0.0,Mid_Career_Family
37,1,Travel_Rarely,Male,3.0,Human Resources,Divorced,Yes,0.0,3.0,0.0,1,45606.0,0.6666666666666666,7.0,0,6.0,Mid_Career_Family
32,0,Travel_Rarely,Male,3.0,Research Scientist,Single,No,0.0,1.0,0.0,0,,0.0,8.0,0,0.0,Other
20,1,Travel_Frequently,Female,2.0,Laboratory Technician,Single,,0.0,1.0,1.0,0,52668.0,0.0,6.0,0,0.0,Young_Single
34,0,Travel_Rarely,Female,3.0,Research Scientist,Single,No,0.0,16.0,,0,67326.0,0.625,10.0,0,0.0,Other
37,0,Non-Travel,Male,2.0,Healthcare Representative,Divorced,No,1.0,1.0,0.0,0,72282.0,0.0,5.0,0,0.0,Mid_Career_Family
59,0,Non-Travel,Female,2.0,Manager,Married,No,1.0,3.0,2.0,0,395724.0,0.6666666666666666,6.0,0,0.0,Senior
50,0,Travel_Frequently,Female,3.0,Research Director,Married,Yes,0.0,8.0,0.0,0,345268.0,0.875,14.0,1,1.0,Senior
25,1,Travel_Rarely,Male,2.0,Sales Executive,Single,Yes,0.0,6.0,0.0,0,63184.0,0.5,7.0,0,5.0,Young_Single
25,0,Travel_Rarely,Male,2.0,Research Scientist,Married,No,2.0,2.0,2.0,0,31779.0,0.5,6.0,0,0.0,Other
22,0,Travel_Rarely,Female,3.0,Laboratory Technician,Single,,0.0,0.0,0.0,0,43065.0,,8.0,0,0.0,Young_Single
51,0,Travel_Frequently,Female,2.0,Healthcare Representative,,No,0.0,13.0,12.0,0,149680.0,0.6153846153846154,13.0,0,0.0,
34,1,Travel_Frequently,Male,1.0,Laboratory Technician,Single,Yes,0.0,9.0,0.0,0,145776.0,0.6666666666666666,9.0,1,7.0,Other
54,0,Non-Travel,Female,4.0,Manager,Single,Yes,0.0,5.0,,0,207936.0,0.8,6.0,0,26.0,Senior
24,0,Travel_Rarely,Male,3.0,Laboratory Technician,Married,No,1.0,5.0,1.0,0,33288.0,0.4,9.0,0,0.0,Other
34,0,Travel_Rarely,Female,2.0,,Divorced,No,1.0,1.0,0.0,1,67575.0,0.0,9.0,0,0.0,Mid_Career_Family
37,0,Travel_Rarely,Male,3.0,Sales Executive,Single,No,0.0,5.0,1.0,0,89136.0,0.6,9.0,0,0.0,Other
34,0,Travel_Rarely,Female,2.0,Manager,Single,No,0.0,11.0,5.0,0,139572.0,0.7272727272727273,9.0,0,0.0,Other
36,0,Travel_Frequently,Female,3.0,Sales Executive,Married,No,1.0,9.0,2.0,0,136332.0,0.8888888888888888,8.0,0,0.0,Mid_Career_Family
36,0,Travel_Rarely,Female,3.0,Laboratory Technician,Divorced,,1.0,1.0,0.0,1,62370.0,0.0,11.0,0,0.0,Mid_Career_Family
43,0,Travel_Frequently,Male,3.0,Manager,Married,Yes,2.0,25.0,4.0,0,203508.0,0.48,5.0,0,26.0,Mid_Career_Family
30,0,Travel_Frequently,Male,1.0,Research Scientist,Divorced,No,3.0,10.0,0.0,0,65325.0,0.9,8.0,0,0.0,Mid_Career_Family
33,0,Non-Travel,Male,3.0,Sales Executive,Married,No,1.0,7.0,0.0,0,79898.0,1.0,10.0,0,0.0,Mid_Career_Family
56,1,Travel_Rarely,Female,3.0,Research Scientist,,Yes,3.0,5.0,4.0,1,89334.0,0.6,12.0,1,14.0,
51,0,Travel_Rarely,Male,3.0,Research Director,Single,No,0.0,20.0,15.0,0,253981.0,0.75,10.0,0,0.0,Senior
31,1,Travel_Rarely,Male,1.0,,Married,Yes,0.0,7.0,7.0,1,111096.0,1.0,11.0,1,6.0,Mid_Career_Family
26,0,Travel_Rarely,Female,2.0,Research Scientist,Married,No,0.0,5.0,4.0,0,44992.0,0.6,10.0,0,0.0,Other
58,1,Travel_Rarely,Female,3.0,Healthcare Representative,Married,No,1.0,40.0,15.0,0,123744.0,0.15,6.0,0,0.0,Senior
19,1,Travel_Rarely,Male,3.0,Sales Representative,Single,Yes,0.0,0.0,0.0,0,31825.0,,7.0,0,22.0,Young_Single
22,0,Travel_Rarely,Male,3.0,Laboratory Technician,Married,No,1.0,2.0,2.0,0,35322.0,0.5,7.0,0,0.0,Other
49,0,Travel_Rarely,Female,3.0,Manufacturing Director,Married,No,0.0,15.0,5.0,0,91938.0,0.7333333333333333,11.0,0,0.0,Senior
43,0,Travel_Frequently,Female,4.0,Research Scientist,Single,No,0.0,3.0,1.0,0,56868.0,0.6666666666666666,8.0,0,0.0,Other
50,0,Travel_Frequently,Female,3.0,Sales Executive,Single,No,0.0,2.0,2.0,0,101288.0,0.5,6.0,0,0.0,Senior
31,1,Travel_Rarely,Female,1.0,Sales Executive,Married,Yes,1.0,2.0,2.0,0,50149.0,1.0,9.0,1,20.0,Mid_Career_Family
41,0,Travel_Rarely,Male,3.0,Sales Executive,Divorced,Yes,1.0,,0.0,0,106457.0,,8.0,0,9.0,Mid_Career_Family
26,0,Travel_Rarely,Female,3.0,Human Resources,Married,No,1.0,8.0,5.0,0,67666.0,0.875,5.0,0,0.0,Other
36,0,Travel_Rarely,Male,3.0,Manufacturing Director,Divorced,No,2.0,3.0,0.0,1,98820.0,0.3333333333333333,9.0,0,0.0,Mid_Career_Family
51,1,Travel_Frequently,Male,1.0,Manufacturing Director,Single,No,0.0,4.0,0.0,0,159750.0,0.75,8.0,0,0.0,Senior
39,0,Travel_Rarely,Female,2.0,Sales Executive,Married,No,1.0,15.0,5.0,0,82628.0,0.6,6.0,0,0.0,Mid_Career_Family
25,0,Travel_Rarely,Male,2.0,Sales Executive,Married,No,0.0,2.0,2.0,0,155502.0,1.0,9.0,0,0.0,Other
30,0,Travel_Rarely,Male,3.0,Human Resources,Married,Yes,0.0,11.0,4.0,0,120593.0,0.6363636363636364,8.0,0,9.0,Mid_Career_Family
32,1,Travel_Rarely,Female,3.0,Laboratory Technician,Single,No,0.0,5.0,0.0,1,92400.0,0.8,13.0,0,0.0,Other
45,0,Travel_Rarely,Male,3.0,Research Scientist,,No,0.0,6.0,0.0,1,44876.0,0.5,9.0,0,0.0,
38,0,Travel_Rarely,Female,3.0,Research Scientist,Single,Yes,0.0,3.0,2.0,0,86340.0,0.6666666666666666,8.0,0,3.0,Other
30,0,Travel_Rarely,Female,3.0,,Single,No,0.0,5.0,0.0,0,36848.0,0.8,11.0,0,0.0,Other
32,0,Travel_Frequently,Male,1.0,Sales Executive,Divorced,No,3.0,8.0,,0,79356.0,0.875,4.0,0,0.0,Mid_Career_Family
30,0,Travel_Rarely,Female,,Research Scientist,Divorced,No,1.0,3.0,2.0,1,,0.6666666666666666,8.0,0,0.0,Mid_Career_Family
30,0,Travel_Rarely,Male,2.0,Laboratory Technician,Single,No,0.0,5.0,1.0,0,35360.0,0.4,7.0,0,0.0,Other
41,0,Travel_Frequently,Male,2.0,Manager,Divorced,No,1.0,7.0,7.0,0,223353.0,1.0,11.0,0,0.0,Mid_Career_Family
41,0,,Male,3.0,Laboratory Technician,Married,No,1.0,5.0,1.0,0,46998.0,0.8,9.0,0,0.0,Mid_Career_Family
19,0,Travel_Rarely,Female,3.0,Laboratory Technician,Single,,0.0,1.0,0.0,0,,0.0,9.0,0,0.0,Young_Single
40,0,Travel_Frequently,Female,3.0,Research Scientist,Divorced,No,1.0,20.0,2.0,0,61655.0,0.65,12.0,0,,Mid_Career_Family
35,0,Travel_Rarely,Male,3.0,Sales Executive,Married,No,2.0,,0.0,0,94835.0,,11.0,0,0.0,Mid_Career_Family
53,0,Travel_Rarely,Male,3.0,Sales Representative,Married,Yes,1.0,7.0,4.0,0,46120.0,0.7142857142857143,10.0,1,6.0,Senior
45,0,Travel_Rarely,Male,3.0,Laboratory Technician,Divorced,No,1.0,17.0,0.0,0,42264.0,,12.0,0,0.0,Senior
32,0,Travel_Frequently,Female,3.0,Sales Executive,Single,No,0.0,9.0,3.0,0,125972.0,0.7777777777777778,7.0,0,0.0,Other
29,0,,Male,3.0,Manufacturing Director,Married,No,1.0,10.0,0.0,0,56147.0,0.9,9.0,0,0.0,Other
51,0,Travel_Rarely,Male,2.0,Manufacturing Director,Married,No,0.0,1.0,0.0,0,104244.0,0.0,9.0,0,0.0,Senior
58,0,Travel_Rarely,Female,2.0,Research Scientist,Married,Yes,1.0,1.0,0.0,1,66920.0,0.0,12.0,1,9.0,Senior
40,0,Travel_Rarely,Male,2.0,Sales Executive,Married,No,1.0,12.0,2.0,0,119405.0,0.9166666666666666,10.0,0,0.0,Mid_Career_Family
34,0,Travel_Frequently,Female,3.0,Sales Representative,,No,1.0,4.0,1.0,1,40158.0,0.5,7.0,0,0.0,
22,0,Travel_Rarely,Male,3.0,Research Scientist,Married,No,2.0,2.0,2.0,0,55752.0,1.0,7.0,0,0.0,Other
27,0,Non-Travel,Male,3.0,Research Scientist,Divorced,No,1.0,2.0,2.0,1,36432.0,1.0,9.0,0,0.0,Other
28,0,Travel_Rarely,Male,3.0,Research Scientist,Married,No,1.0,5.0,0.0,0,29843.0,0.4,9.0,0,0.0,Other
57,0,Travel_Rarely,Male,4.0,,Divorced,Yes,1.0,5.0,1.0,0,151024.0,0.8,10.0,1,24.0,Senior
27,0,Non-Travel,Male,2.0,Research Scientist,Divorced,Yes,1.0,1.0,0.0,0,38490.0,1.0,5.0,0,3.0,Other
50,0,Travel_Rarely,Female,3.0,Manager,Single,No,0.0,5.0,4.0,0,298890.0,0.8,10.0,0,0.0,Senior
41,0,Travel_Rarely,Male,3.0,Research Scientist,Divorced,No,1.0,9.0,1.0,1,29412.0,0.8888888888888888,12.0,0,,Mid_Career_Family
30,0,Travel_Rarely,,3.0,Sales Executive,Married,No,1.0,10.0,7.0,0,113028.0,0.4,8.0,0,0.0,Mid_Career_Family
38,0,,Female,2.0,Sales Executive,Single,No,0.0,8.0,0.0,1,191092.0,0.875,8.0,0,0.0,Other
32,0,Travel_Rarely,Male,3.0,Research Scientist,Single,No,0.0,5.0,1.0,0,60760.0,,10.0,0,0.0,Other
27,0,Travel_Rarely,Male,3.0,Research Scientist,Married,Yes,1.0,5.0,1.0,0,48928.0,0.2,9.0,1,17.0,Other
19,1,Travel_Frequently,Female,1.0,Sales Representative,Single,No,0.0,0.0,0.0,0,48825.0,,11.0,0,0.0,Young_Single
36,0,Travel_Frequently,Male,,Laboratory Technician,Single,No,0.0,8.0,7.0,1,25056.0,0.25,9.0,0,0.0,Other
30,0,Non-Travel,Male,3.0,Laboratory Technician,Divorced,No,2.0,12.0,6.0,0,33792.0,0.8333333333333334,10.0,0,0.0,Mid_Career_Family
45,0,Travel_Rarely,Female,3.0,,Divorced,Yes,1.0,5.0,,0,55066.0,0.6,11.0,1,4.0,Senior
56,0,Travel_Rarely,Female,3.0,Research Scientist,Divorced,Yes,1.0,2.0,2.0,0,76626.0,1.0,10.0,1,8.0,Senior
33,0,Travel_Rarely,Male,3.0,Research Scientist,Single,No,0.0,3.0,0.0,0,35000.0,0.6666666666666666,8.0,0,0.0,Other
19,1,Travel_Rarely,Male,2.0,Laboratory Technician,Single,No,0.0,1.0,1.0,0,24244.0,0.0,9.0,0,,Young_Single
46,0,Travel_Rarely,Female,3.0,Sales Executive,Divorced,No,3.0,24.0,15.0,0,261325.0,0.2916666666666667,11.0,0,0.0,Senior
38,0,Travel_Rarely,Female,3.0,Laboratory Technician,Single,No,0.0,2.0,2.0,0,27456.0,0.5,7.0,0,0.0,Other
31,0,Travel_Rarely,Female,3.0,Research Scientist,Married,Yes,1.0,4.0,0.0,1,90367.0,0.5,7.0,0,12.0,Mid_Career_Family
34,0,Travel_Rarely,Female,3.0,Research Scientist,Single,No,0.0,,1.0,0,34665.0,,7.0,0,0.0,Other
41,1,Travel_Rarely,Female,3.0,Sales Representative,Single,Yes,0.0,4.0,0.0,0,69080.0,0.5,10.0,1,20.0,Other
50,0,Travel_Rarely,Male,2.0,Laboratory Technician,Married,,1.0,3.0,0.0,0,55350.0,0.6666666666666666,8.0,0,0.0,Senior
53,0,Travel_Rarely,Female,4.0,,Divorced,No,2.0,4.0,1.0,0,48950.0,0.75,5.0,0,0.0,Senior
33,0,Travel_Rarely,Female,3.0,Research Scientist,Married,No,1.0,8.0,1.0,0,35828.0,0.75,7.0,0,0.0,Mid_Career_Family
40,0,Travel_Rarely,Female,3.0,Manager,,No,1.0,20.0,9.0,0,266462.0,0.45,8.0,0,0.0,
55,0,Travel_Rarely,Male,4.0,Research Director,Single,No,0.0,24.0,2.0,0,205942.0,0.625,8.0,0,0.0,Senior
34,0,Travel_Frequently,Male,2.0,Manufacturing Director,Married,No,0.0,10.0,1.0,0,162299.0,0.9,8.0,0,0.0,Mid_Career_Family
51,0,Travel_Rarely,Female,3.0,Healthcare Representative,Single,No,0.0,7.0,,0,247212.0,0.0,8.0,0,0.0,Senior
52,0,Travel_Rarely,Male,2.0,Manager,Married,No,1.0,33.0,11.0,0,279986.0,0.2727272727272727,10.0,0,0.0,Senior
